star_mag,impacted_area,total_area,band,fa_x,fa_y
-1.799999999999999,3350712372.639501,4006634500.0000024,r,0,0.026179938779914945
-1.899999999999999,3120755592.146501,4006634500.0000024,r,0,0
-1.899999999999999,2885662306.2245016,4006634500.0000024,i,0,0
-1.899999999999999,3512644512.5915017,4006634500.0000024,r,0,0.02181661564992912
-1.799999999999999,1934655554.573501,4006634500.0000024,z,0,0
-1.5999999999999988,392057199.09400016,4006634500.0000024,i,0,0.026179938779914945
-1.799999999999999,3099227944.978001,4006634500.0000024,r,0,0.013089969389957472
-1.9999999999999991,1921329488.2265007,4006634500.0000024,y,0,0.026179938779914945
-1.799999999999999,3353504996.8860016,4006634500.0000024,r,0,0.008726646259971648
-1.4999999999999987,366438778.1010002,4006634500.0000024,z,0,0.026179938779914945
-1.6999999999999988,2890574440.1215014,4006634500.0000024,r,0,0.017453292519943295
-1.9999999999999991,3579755640.4665017,4006634500.0000024,g,0,0
-1.6999999999999988,3397762281.5730023,4006634500.0000024,g,0,0.026179938779914945
-2.1999999999999993,2143549457.5000012,4006634500.0000024,y,0,0
-1.6999999999999988,3233229835.830502,4006634500.0000024,r,0,0.026179938779914945
-1.799999999999999,3120755592.146501,4006634500.0000024,r,0,0
-1.799999999999999,2199357869.4505014,4006634500.0000024,i,0,0
-1.4999999999999987,392057199.09400016,4006634500.0000024,i,0,0.026179938779914945
-1.799999999999999,3390241828.616502,4006634500.0000024,r,0,0.02181661564992912
-1.6999999999999988,1934655554.573501,4006634500.0000024,z,0,0
-1.3999999999999986,366438778.1010002,4006634500.0000024,z,0,0.026179938779914945
-1.6999999999999988,3073637570.4265018,4006634500.0000024,r,0,0.013089969389957472
-1.5999999999999988,2032345316.9525008,4006634500.0000024,r,0,0.017453292519943295
-2.5999999999999996,3726049885.9650016,4006634500.0000024,u,0,0
