star_mag,impacted_area,total_area,band,fa_x,fa_y
-0.3999999999999977,1678006575.041501,4006634500.0000024,g,0,0.026179938779914945
-1.9999999999999991,3501385869.6465015,4006634500.0000024,u,0,0.026179938779914945
-0.2999999999999976,1454608655.2250009,4006634500.0000024,r,0,0.017453292519943295
-0.8999999999999981,3099977185.6295013,4006634500.0000024,g,0,0
-0.3999999999999977,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-0.5999999999999979,1778456908.5910008,4006634500.0000024,i,0,0
-0.5999999999999979,1624417838.6040008,4006634500.0000024,r,0,0
-0.5999999999999979,440192905.9770002,4006634500.0000024,r,0,0.02181661564992912
2.6645352591003757e-15,392057199.09400016,4006634500.0000024,i,0,0.026179938779914945
-0.3999999999999977,365561325.1455001,4006634500.0000024,z,0,0
-0.3999999999999977,1583498080.4555008,4006634500.0000024,r,0,0.013089969389957472
0.20000000000000284,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
-0.2999999999999976,1678006575.041501,4006634500.0000024,g,0,0.026179938779914945
-0.799999999999998,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
-0.1999999999999975,1454608655.2250009,4006634500.0000024,r,0,0.017453292519943295
-0.3999999999999977,1207884109.3495007,4006634500.0000024,r,0,0.008726646259971648
-1.2999999999999985,1850343944.7900007,4006634500.0000024,y,0,0
-0.2999999999999976,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-0.4999999999999978,1778456908.5910008,4006634500.0000024,i,0,0
-0.4999999999999978,1624417838.6040008,4006634500.0000024,r,0,0
-0.799999999999998,3099977185.6295013,4006634500.0000024,g,0,0
0.10000000000000275,392057199.09400016,4006634500.0000024,i,0,0.026179938779914945
-0.4999999999999978,440192905.9770002,4006634500.0000024,r,0,0.02181661564992912
0.30000000000000293,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
-0.2999999999999976,99588907.13200004,4006634500.0000024,z,0,0
-0.2999999999999976,1583498080.4555008,4006634500.0000024,r,0,0.013089969389957472
-0.09999999999999742,1448646783.0890007,4006634500.0000024,r,0,0.017453292519943295
-2.099999999999999,3670926608.514002,4006634500.0000024,u,0,0
-0.1999999999999975,1678006575.041501,4006634500.0000024,g,0,0.026179938779914945
-0.2999999999999976,642816425.9110004,4006634500.0000024,r,0,0.008726646259971648
-0.1999999999999975,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
0.20000000000000284,370309187.02800024,4006634500.0000024,i,0,0.026179938779914945
-0.699999999999998,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
-0.3999999999999977,1691380721.0025008,4006634500.0000024,i,0,0
-0.3999999999999977,1624417838.6040008,4006634500.0000024,r,0,0
-1.899999999999999,3479870242.381502,4006634500.0000024,u,0,0.026179938779914945
0.400000000000003,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
-0.699999999999998,3099977185.6295013,4006634500.0000024,g,0,0
-0.3999999999999977,439439658.6910002,4006634500.0000024,r,0,0.02181661564992912
-1.1999999999999984,1850343944.7900007,4006634500.0000024,y,0,0
-0.1999999999999975,99588907.13200004,4006634500.0000024,z,0,0
-0.1999999999999975,1583498080.4555008,4006634500.0000024,r,0,0.013089969389957472
2.6645352591003757e-15,1448646783.0890007,4006634500.0000024,r,0,0.017453292519943295
-0.09999999999999742,1678006575.041501,4006634500.0000024,g,0,0.026179938779914945
0.30000000000000293,351341779.3050001,4006634500.0000024,i,0,0.026179938779914945
-0.09999999999999742,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-0.1999999999999975,642816425.9110004,4006634500.0000024,r,0,0.008726646259971648
0.5000000000000031,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
-0.2999999999999976,469513457.2480002,4006634500.0000024,r,0,0
-0.2999999999999976,1691380721.0025008,4006634500.0000024,i,0,0
-0.5999999999999979,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
-0.2999999999999976,439439658.6910002,4006634500.0000024,r,0,0.02181661564992912
-0.5999999999999979,3099977185.6295013,4006634500.0000024,g,0,0
-0.09999999999999742,99588907.13200004,4006634500.0000024,z,0,0
-0.09999999999999742,1575068121.4675007,4006634500.0000024,r,0,0.013089969389957472
0.10000000000000275,473640290.7830002,4006634500.0000024,r,0,0.017453292519943295
0.400000000000003,351341779.3050001,4006634500.0000024,i,0,0.026179938779914945
2.6645352591003757e-15,1678006575.041501,4006634500.0000024,g,0,0.026179938779914945
2.6645352591003757e-15,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-0.09999999999999742,642816425.9110004,4006634500.0000024,r,0,0.008726646259971648
0.6000000000000032,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
-1.0999999999999983,1850343944.7900007,4006634500.0000024,y,0,0
-0.1999999999999975,469513457.2480002,4006634500.0000024,r,0,0
-0.1999999999999975,1676031304.2330008,4006634500.0000024,i,0,0
-0.4999999999999978,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
-0.1999999999999975,439439658.6910002,4006634500.0000024,r,0,0.02181661564992912
2.6645352591003757e-15,99588907.13200004,4006634500.0000024,z,0,0
0.5000000000000031,122210365.51900007,4006634500.0000024,i,0,0.026179938779914945
2.6645352591003757e-15,537618230.4790002,4006634500.0000024,r,0,0.013089969389957472
0.20000000000000284,473640290.7830002,4006634500.0000024,r,0,0.017453292519943295
-1.9999999999999991,3670926608.514002,4006634500.0000024,u,0,0
-1.799999999999999,3479870242.381502,4006634500.0000024,u,0,0.026179938779914945
-0.4999999999999978,2901356293.561002,4006634500.0000024,g,0,0
0.10000000000000275,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.7000000000000033,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
0.10000000000000275,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
2.6645352591003757e-15,642816425.9110004,4006634500.0000024,r,0,0.008726646259971648
-0.09999999999999742,379456333.59150016,4006634500.0000024,r,0,0
-0.09999999999999742,1676031304.2330008,4006634500.0000024,i,0,0
0.6000000000000032,110575098.93100005,4006634500.0000024,i,0,0.026179938779914945
-0.9999999999999982,376335165.3160002,4006634500.0000024,y,0,0
-0.09999999999999742,439439658.6910002,4006634500.0000024,r,0,0.02181661564992912
0.10000000000000275,99588907.13200004,4006634500.0000024,z,0,0
0.30000000000000293,473640290.7830002,4006634500.0000024,r,0,0.017453292519943295
0.10000000000000275,537618230.4790002,4006634500.0000024,r,0,0.013089969389957472
0.8000000000000034,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
-0.3999999999999977,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
0.20000000000000284,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.20000000000000284,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-0.3999999999999977,2546652947.910501,4006634500.0000024,g,0,0
0.10000000000000275,642816425.9110004,4006634500.0000024,r,0,0.008726646259971648
0.7000000000000033,110575098.93100005,4006634500.0000024,i,0,0.026179938779914945
2.6645352591003757e-15,379456333.59150016,4006634500.0000024,r,0,0
2.6645352591003757e-15,355576791.9715002,4006634500.0000024,i,0,0
0.9000000000000035,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
0.400000000000003,390518651.4460002,4006634500.0000024,r,0,0.017453292519943295
0.20000000000000284,99588907.13200004,4006634500.0000024,z,0,0
2.6645352591003757e-15,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
0.20000000000000284,537618230.4790002,4006634500.0000024,r,0,0.013089969389957472
0.30000000000000293,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.30000000000000293,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-0.2999999999999976,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
0.20000000000000284,572628202.7400002,4006634500.0000024,r,0,0.008726646259971648
-0.8999999999999981,376335165.3160002,4006634500.0000024,y,0,0
-1.6999999999999988,3479870242.381502,4006634500.0000024,u,0,0.026179938779914945
-0.2999999999999976,2546652947.910501,4006634500.0000024,g,0,0
0.8000000000000034,110575098.93100005,4006634500.0000024,i,0,0.026179938779914945
1.0000000000000036,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
0.10000000000000275,379456333.59150016,4006634500.0000024,r,0,0
0.10000000000000275,99424635.11750005,4006634500.0000024,i,0,0
0.5000000000000031,390518651.4460002,4006634500.0000024,r,0,0.017453292519943295
-1.899999999999999,3653133144.6995025,4006634500.0000024,u,0,0
0.30000000000000293,99588907.13200004,4006634500.0000024,z,0,0
0.30000000000000293,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
0.10000000000000275,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
0.400000000000003,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.400000000000003,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
0.30000000000000293,572628202.7400002,4006634500.0000024,r,0,0.008726646259971648
0.9000000000000035,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
-0.1999999999999975,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
1.1000000000000032,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
-0.1999999999999975,1938285565.4305007,4006634500.0000024,g,0,0
0.6000000000000032,390518651.4460002,4006634500.0000024,r,0,0.017453292519943295
0.20000000000000284,379456333.59150016,4006634500.0000024,r,0,0
0.20000000000000284,99424635.11750005,4006634500.0000024,i,0,0
0.400000000000003,99588907.13200004,4006634500.0000024,z,0,0
-0.799999999999998,376335165.3160002,4006634500.0000024,y,0,0
0.400000000000003,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
0.5000000000000031,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.20000000000000284,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
0.5000000000000031,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
1.0000000000000036,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.2000000000000037,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
0.400000000000003,572628202.7400002,4006634500.0000024,r,0,0.008726646259971648
-0.09999999999999742,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
0.7000000000000033,325474946.97300017,4006634500.0000024,r,0,0.017453292519943295
0.30000000000000293,99424635.11750005,4006634500.0000024,i,0,0
0.30000000000000293,379456333.59150016,4006634500.0000024,r,0,0
-1.5999999999999988,3479870242.381502,4006634500.0000024,u,0,0.026179938779914945
0.5000000000000031,99588907.13200004,4006634500.0000024,z,0,0
-0.09999999999999742,1938285565.4305007,4006634500.0000024,g,0,0
0.6000000000000032,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.5000000000000031,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
1.1000000000000032,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
0.30000000000000293,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
1.3000000000000043,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
0.6000000000000032,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
0.5000000000000031,572628202.7400002,4006634500.0000024,r,0,0.008726646259971648
-0.699999999999998,376335165.3160002,4006634500.0000024,y,0,0
0.8000000000000034,325474946.97300017,4006634500.0000024,r,0,0.017453292519943295
-1.799999999999999,3653133144.6995025,4006634500.0000024,u,0,0
2.6645352591003757e-15,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
0.6000000000000032,99588907.13200004,4006634500.0000024,z,0,0
0.400000000000003,99424635.11750005,4006634500.0000024,i,0,0
0.400000000000003,379456333.59150016,4006634500.0000024,r,0,0
0.7000000000000033,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.400000000000004,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
1.2000000000000037,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
0.6000000000000032,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
2.6645352591003757e-15,1938285565.4305007,4006634500.0000024,g,0,0
0.7000000000000033,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
0.400000000000003,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
0.6000000000000032,572628202.7400002,4006634500.0000024,r,0,0.008726646259971648
0.9000000000000035,325474946.97300017,4006634500.0000024,r,0,0.017453292519943295
1.5000000000000036,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
1.3000000000000043,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
0.7000000000000033,99588907.13200004,4006634500.0000024,z,0,0
0.8000000000000034,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.5000000000000031,99424635.11750005,4006634500.0000024,i,0,0
0.10000000000000275,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
0.5000000000000031,379456333.59150016,4006634500.0000024,r,0,0
0.7000000000000033,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
-0.5999999999999979,376335165.3160002,4006634500.0000024,y,0,0
0.8000000000000034,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
0.5000000000000031,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
-1.4999999999999987,3472714393.164502,4006634500.0000024,u,0,0.026179938779914945
0.10000000000000275,470094419.25050026,4006634500.0000024,g,0,0
0.7000000000000033,518594729.8730002,4006634500.0000024,r,0,0.008726646259971648
1.0000000000000036,325474946.97300017,4006634500.0000024,r,0,0.017453292519943295
1.600000000000004,89412055.50200003,4006634500.0000024,z,0,0.026179938779914945
1.400000000000004,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
0.9000000000000035,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.8000000000000034,99588907.13200004,4006634500.0000024,z,0,0
0.8000000000000034,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
0.6000000000000032,99424635.11750005,4006634500.0000024,i,0,0
0.6000000000000032,376827981.35950017,4006634500.0000024,r,0,0
0.9000000000000035,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
0.20000000000000284,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
0.6000000000000032,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
0.8000000000000034,518594729.8730002,4006634500.0000024,r,0,0.008726646259971648
1.7000000000000046,72600217.14000005,4006634500.0000024,z,0,0.026179938779914945
0.20000000000000284,470094419.25050026,4006634500.0000024,g,0,0
-1.6999999999999988,3637451177.2665014,4006634500.0000024,u,0,0
1.1000000000000032,261320715.35900015,4006634500.0000024,r,0,0.017453292519943295
-0.4999999999999978,376335165.3160002,4006634500.0000024,y,0,0
1.5000000000000036,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.0000000000000036,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.9000000000000035,99588907.13200004,4006634500.0000024,z,0,0
0.9000000000000035,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
1.0000000000000036,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
0.7000000000000033,99424635.11750005,4006634500.0000024,i,0,0
0.7000000000000033,376827981.35950017,4006634500.0000024,r,0,0
1.8000000000000043,72600217.14000005,4006634500.0000024,z,0,0.026179938779914945
0.7000000000000033,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
0.30000000000000293,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
1.600000000000004,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
0.9000000000000035,459424751.5770002,4006634500.0000024,r,0,0.008726646259971648
1.2000000000000037,261320715.35900015,4006634500.0000024,r,0,0.017453292519943295
-1.3999999999999986,3471055646.481501,4006634500.0000024,u,0,0.026179938779914945
0.30000000000000293,470094419.25050026,4006634500.0000024,g,0,0
1.1000000000000032,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.0000000000000036,99588907.13200004,4006634500.0000024,z,0,0
1.0000000000000036,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
1.1000000000000032,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-0.3999999999999977,376335165.3160002,4006634500.0000024,y,0,0
1.900000000000004,72600217.14000005,4006634500.0000024,z,0,0.026179938779914945
0.8000000000000034,99424635.11750005,4006634500.0000024,i,0,0
0.8000000000000034,376827981.35950017,4006634500.0000024,r,0,0
1.7000000000000046,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.3000000000000043,261320715.35900015,4006634500.0000024,r,0,0.017453292519943295
0.8000000000000034,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
1.0000000000000036,459424751.5770002,4006634500.0000024,r,0,0.008726646259971648
0.400000000000003,366919574.24100024,4006634500.0000024,y,0,0.026179938779914945
1.2000000000000037,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
0.400000000000003,470094419.25050026,4006634500.0000024,g,0,0
1.1000000000000032,99588907.13200004,4006634500.0000024,z,0,0
2.0000000000000044,72600217.14000005,4006634500.0000024,z,0,0.026179938779914945
1.1000000000000032,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
1.2000000000000037,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
1.8000000000000043,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
0.9000000000000035,99424635.11750005,4006634500.0000024,i,0,0
0.9000000000000035,376827981.35950017,4006634500.0000024,r,0,0
-1.5999999999999988,3586542879.309501,4006634500.0000024,u,0,0
1.400000000000004,214859781.69700012,4006634500.0000024,r,0,0.017453292519943295
1.1000000000000032,242289201.48400012,4006634500.0000024,r,0,0.008726646259971648
0.9000000000000035,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
-0.2999999999999976,376335165.3160002,4006634500.0000024,y,0,0
0.5000000000000031,350067669.5340002,4006634500.0000024,y,0,0.026179938779914945
2.100000000000005,72600217.14000005,4006634500.0000024,z,0,0.026179938779914945
1.3000000000000043,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.2000000000000037,99588907.13200004,4006634500.0000024,z,0,0
1.900000000000004,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.2000000000000037,384660951.80700016,4006634500.0000024,r,0,0.013089969389957472
1.3000000000000043,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
-1.2999999999999985,3439559492.677002,4006634500.0000024,u,0,0.026179938779914945
0.5000000000000031,378037984.9785002,4006634500.0000024,g,0,0
1.0000000000000036,99424635.11750005,4006634500.0000024,i,0,0
1.5000000000000036,129045683.97600007,4006634500.0000024,r,0,0.017453292519943295
1.0000000000000036,376827981.35950017,4006634500.0000024,r,0,0
1.2000000000000037,190202952.98400012,4006634500.0000024,r,0,0.008726646259971648
1.0000000000000036,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
2.2000000000000046,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.400000000000004,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
2.0000000000000044,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
0.6000000000000032,332871194.26000017,4006634500.0000024,y,0,0.026179938779914945
1.3000000000000043,84584060.92950004,4006634500.0000024,z,0,0
1.400000000000004,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
1.3000000000000043,198664965.0480001,4006634500.0000024,r,0,0.013089969389957472
-0.1999999999999975,376335165.3160002,4006634500.0000024,y,0,0
1.600000000000004,129045683.97600007,4006634500.0000024,r,0,0.017453292519943295
0.6000000000000032,378037984.9785002,4006634500.0000024,g,0,0
1.1000000000000032,99424635.11750005,4006634500.0000024,i,0,0
1.1000000000000032,376827981.35950017,4006634500.0000024,r,0,0
2.3000000000000043,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.3000000000000043,190202952.98400012,4006634500.0000024,r,0,0.008726646259971648
1.1000000000000032,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
2.100000000000005,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.5000000000000036,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.400000000000004,84584060.92950004,4006634500.0000024,z,0,0
1.5000000000000036,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
1.400000000000004,198664965.0480001,4006634500.0000024,r,0,0.013089969389957472
0.7000000000000033,332871194.26000017,4006634500.0000024,y,0,0.026179938779914945
-1.4999999999999987,3586542879.309501,4006634500.0000024,u,0,0
1.7000000000000046,129045683.97600007,4006634500.0000024,r,0,0.017453292519943295
2.400000000000005,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.2000000000000037,99424635.11750005,4006634500.0000024,i,0,0
1.2000000000000037,188195629.09950012,4006634500.0000024,r,0,0
-1.1999999999999984,3338676442.6015015,4006634500.0000024,u,0,0.026179938779914945
1.400000000000004,190202952.98400012,4006634500.0000024,r,0,0.008726646259971648
0.7000000000000033,378037984.9785002,4006634500.0000024,g,0,0
2.2000000000000046,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.2000000000000037,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
-0.09999999999999742,376335165.3160002,4006634500.0000024,y,0,0
1.600000000000004,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.600000000000004,389156395.7160002,4006634500.0000024,r,0,0.026179938779914945
1.5000000000000036,84584060.92950004,4006634500.0000024,z,0,0
1.5000000000000036,198664965.0480001,4006634500.0000024,r,0,0.013089969389957472
2.5000000000000053,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.8000000000000043,129045683.97600007,4006634500.0000024,r,0,0.017453292519943295
0.8000000000000034,332871194.26000017,4006634500.0000024,y,0,0.026179938779914945
1.3000000000000043,99424635.11750005,4006634500.0000024,i,0,0
2.3000000000000043,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.3000000000000043,188195629.09950012,4006634500.0000024,r,0,0
1.5000000000000036,108034892.65800007,4006634500.0000024,r,0,0.008726646259971648
0.8000000000000034,378037984.9785002,4006634500.0000024,g,0,0
1.7000000000000046,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.3000000000000043,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
2.600000000000005,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.7000000000000046,369035077.2570002,4006634500.0000024,r,0,0.026179938779914945
1.600000000000004,84584060.92950004,4006634500.0000024,z,0,0
1.600000000000004,198664965.0480001,4006634500.0000024,r,0,0.013089969389957472
1.900000000000004,129045683.97600007,4006634500.0000024,r,0,0.017453292519943295
2.6645352591003757e-15,376335165.3160002,4006634500.0000024,y,0,0
2.400000000000005,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.400000000000004,99424635.11750005,4006634500.0000024,i,0,0
1.600000000000004,108034892.65800007,4006634500.0000024,r,0,0.008726646259971648
0.9000000000000035,332871194.26000017,4006634500.0000024,y,0,0.026179938779914945
1.400000000000004,99152183.97150005,4006634500.0000024,r,0,0
2.7000000000000046,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.8000000000000043,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.400000000000004,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
-1.0999999999999983,3338676442.6015015,4006634500.0000024,u,0,0.026179938779914945
0.9000000000000035,378037984.9785002,4006634500.0000024,g,0,0
1.8000000000000043,369035077.2570002,4006634500.0000024,r,0,0.026179938779914945
1.7000000000000046,84584060.92950004,4006634500.0000024,z,0,0
-1.3999999999999986,3586542879.309501,4006634500.0000024,u,0,0
2.0000000000000044,85589726.18900004,4006634500.0000024,r,0,0.017453292519943295
1.7000000000000046,198664965.0480001,4006634500.0000024,r,0,0.013089969389957472
2.5000000000000053,89852785.29700004,4006634500.0000024,i,0,0.026179938779914945
1.7000000000000046,108034892.65800007,4006634500.0000024,r,0,0.008726646259971648
2.800000000000005,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.5000000000000036,99424635.11750005,4006634500.0000024,i,0,0
1.5000000000000036,99152183.97150005,4006634500.0000024,r,0,0
1.900000000000004,383875651.4450002,4006634500.0000024,g,0,0.026179938779914945
1.0000000000000036,72648296.75400004,4006634500.0000024,y,0,0.026179938779914945
0.10000000000000275,376335165.3160002,4006634500.0000024,y,0,0
1.5000000000000036,396889200.30100024,4006634500.0000024,r,0,0.02181661564992912
1.900000000000004,369035077.2570002,4006634500.0000024,r,0,0.026179938779914945
2.100000000000005,85589726.18900004,4006634500.0000024,r,0,0.017453292519943295
1.8000000000000043,14387824.489500007,4006634500.0000024,z,0,0
1.8000000000000043,198664965.0480001,4006634500.0000024,r,0,0.013089969389957472
2.600000000000005,34577255.735000014,4006634500.0000024,i,0,0.026179938779914945
1.0000000000000036,378037984.9785002,4006634500.0000024,g,0,0
2.9000000000000057,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
1.8000000000000043,108034892.65800007,4006634500.0000024,r,0,0.008726646259971648
1.600000000000004,32269434.263000015,4006634500.0000024,i,0,0
1.600000000000004,99152183.97150005,4006634500.0000024,r,0,0
2.0000000000000044,366534937.3290002,4006634500.0000024,g,0,0.026179938779914945
2.2000000000000046,85589726.18900004,4006634500.0000024,r,0,0.017453292519943295
2.0000000000000044,366759308.8610002,4006634500.0000024,r,0,0.026179938779914945
1.1000000000000032,72648296.75400004,4006634500.0000024,y,0,0.026179938779914945
2.7000000000000046,18350386.01000001,4006634500.0000024,i,0,0.026179938779914945
1.600000000000004,379692725.0270002,4006634500.0000024,r,0,0.02181661564992912
1.900000000000004,14387824.489500007,4006634500.0000024,z,0,0
1.900000000000004,198664965.0480001,4006634500.0000024,r,0,0.013089969389957472
3.0000000000000053,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
-0.9999999999999982,3233053543.912502,4006634500.0000024,u,0,0.026179938779914945
0.20000000000000284,361278232.86500025,4006634500.0000024,y,0,0
1.1000000000000032,368786665.9180002,4006634500.0000024,g,0,0
1.900000000000004,74916051.88100004,4006634500.0000024,r,0,0.008726646259971648
2.100000000000005,366534937.3290002,4006634500.0000024,g,0,0.026179938779914945
1.7000000000000046,32269434.263000015,4006634500.0000024,i,0,0
1.7000000000000046,99152183.97150005,4006634500.0000024,r,0,0
2.800000000000005,18350386.01000001,4006634500.0000024,i,0,0.026179938779914945
2.3000000000000043,85589726.18900004,4006634500.0000024,r,0,0.017453292519943295
-1.2999999999999985,3506021545.763002,4006634500.0000024,u,0,0
2.100000000000005,366759308.8610002,4006634500.0000024,r,0,0.026179938779914945
3.100000000000005,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
2.0000000000000044,14387824.489500007,4006634500.0000024,z,0,0
1.7000000000000046,379692725.0270002,4006634500.0000024,r,0,0.02181661564992912
2.0000000000000044,177846492.1860001,4006634500.0000024,r,0,0.013089969389957472
1.2000000000000037,72648296.75400004,4006634500.0000024,y,0,0.026179938779914945
1.2000000000000037,368786665.9180002,4006634500.0000024,g,0,0
2.0000000000000044,74916051.88100004,4006634500.0000024,r,0,0.008726646259971648
2.2000000000000046,366534937.3290002,4006634500.0000024,g,0,0.026179938779914945
2.9000000000000057,18350386.01000001,4006634500.0000024,i,0,0.026179938779914945
1.8000000000000043,32269434.263000015,4006634500.0000024,i,0,0
2.400000000000005,85589726.18900004,4006634500.0000024,r,0,0.017453292519943295
1.8000000000000043,74030585.65650004,4006634500.0000024,r,0,0
0.30000000000000293,361278232.86500025,4006634500.0000024,y,0,0
3.2000000000000055,16603493.36800001,4006634500.0000024,z,0,0.026179938779914945
2.2000000000000046,366759308.8610002,4006634500.0000024,r,0,0.026179938779914945
2.100000000000005,14387824.489500007,4006634500.0000024,z,0,0
2.100000000000005,79467588.67300004,4006634500.0000024,r,0,0.013089969389957472
1.8000000000000043,379692725.0270002,4006634500.0000024,r,0,0.02181661564992912
1.3000000000000043,72648296.75400004,4006634500.0000024,y,0,0.026179938779914945
3.0000000000000053,18350386.01000001,4006634500.0000024,i,0,0.026179938779914945
2.100000000000005,74916051.88100004,4006634500.0000024,r,0,0.008726646259971648
