visit,impacted_area,total_area,band
2025071800262,375173241.3110002,4006634500.0000014,u
2025071800282,0.0,4006634500.0000014,u
2025071800283,23490898.07350001,4006634500.0000014,u
2025072100219,0.0,4006634500.0000014,z
2025072100220,0.0,4006634500.0000014,z
2025072100221,0.0,4006634500.0000014,z
2025072100222,0.0,4006634500.0000014,z
2025072100223,0.0,4006634500.0000014,z
2025072100224,0.0,4006634500.0000014,z
2025072100232,0.0,4006634500.0000014,z
2025072100234,0.0,4006634500.0000014,z
2025072100235,15798159.833500007,4006634500.0000014,z
2025072100239,29753267.797000017,4006634500.0000014,z
2025072100240,0.0,4006634500.0000014,z
2025072100241,0.0,4006634500.0000014,z
2025072100242,0.0,4006634500.0000014,z
2025072100243,0.0,4006634500.0000014,z
2025072100244,16539387.216000007,4006634500.0000014,z
2025072100245,16715679.13400001,4006634500.0000014,z
2025072100246,0.0,4006634500.0000014,u
2025072100247,117678861.89950006,4006634500.0000014,u
2025072100248,735798392.7525003,4006634500.0000014,u
2025072100249,38515777.44850002,4006634500.0000014,u
2025072100250,441098405.37400025,4006634500.0000014,u
2025072100255,0.0,4006634500.0000014,u
2025072100256,20077245.47950001,4006634500.0000014,u
2025072100257,19031513.875000007,4006634500.0000014,u
2025072100258,0.0,4006634500.0000014,u
2025072100311,,4006634500.0000014,u
2025072100312,,4006634500.0000014,u
2025072100313,,4006634500.0000014,g
2025072100314,,4006634500.0000014,g
2025072100315,,4006634500.0000014,g
2025072100316,0.0,4006634500.0000014,g
2025072200255,272984028.3885001,4006634500.0000014,u
2025072200256,686689073.6860003,4006634500.0000014,u
2025072200257,43580163.45650002,4006634500.0000014,u
2025072200258,4499450.5435000025,4006634500.0000014,u
2025072200259,24332291.318500016,4006634500.0000014,u
2025072200260,23947654.40650001,4006634500.0000014,u
2025072200261,9030954.163000004,4006634500.0000014,u
2025072200262,27128922.199500013,4006634500.0000014,u
2025072200263,209462845.02550012,4006634500.0000014,u
2025072200264,,4006634500.0000014,u
2025072200265,,4006634500.0000014,u
2025072200266,4535510.2540000025,4006634500.0000014,u
2025072200267,4519483.716000003,4006634500.0000014,u
2025072200268,4551536.792000003,4006634500.0000014,u
2025072200269,2251728.589000001,4006634500.0000014,r
2025072200270,2251728.589000001,4006634500.0000014,r
2025072200271,2255735.223500001,4006634500.0000014,r
2025072200272,2235702.0510000014,4006634500.0000014,r
2025072200273,2251728.589000001,4006634500.0000014,r
2025072200274,8381879.374000004,4006634500.0000014,u
2025072200275,0.0,4006634500.0000014,z
2025072200276,0.0,4006634500.0000014,z
2025072200277,0.0,4006634500.0000014,z
2025072200278,0.0,4006634500.0000014,z
2025072200279,0.0,4006634500.0000014,z
2025072200291,205928993.3965001,4006634500.0000014,u
2025072200465,0.0,4006634500.0000014,r
2025072200466,0.0,4006634500.0000014,r
2025072200467,0.0,4006634500.0000014,r
2025072200468,0.0,4006634500.0000014,r
2025072200469,0.0,4006634500.0000014,r
2025072200569,0.0,4006634500.0000014,g
2025072200570,8233633.897500005,4006634500.0000014,u
2025072200571,8217607.359500004,4006634500.0000014,u
2025072200572,0.0,4006634500.0000014,i
2025072200573,0.0,4006634500.0000014,i
2025072200574,0.0,4006634500.0000014,i
2025072200575,0.0,4006634500.0000014,i
2025072200576,6871378.167500003,4006634500.0000014,u
2025072200577,6871378.167500003,4006634500.0000014,u
2025072200578,6803265.381000004,4006634500.0000014,u
2025072200579,6791245.477500003,4006634500.0000014,u
2025072300336,16855911.34150001,4006634500.0000014,g
2025072300337,0.0,4006634500.0000014,g
2025072300338,17645218.33800001,4006634500.0000014,g
2025072300339,0.0,4006634500.0000014,g
2025072300340,15726040.412500007,4006634500.0000014,g
2025072300433,,4006634500.0000014,g
2025072300434,,4006634500.0000014,g
2025072300435,0.0,4006634500.0000014,g
2025072300436,0.0,4006634500.0000014,g
2025072300437,0.0,4006634500.0000014,g
2025072300438,0.0,4006634500.0000014,g
2025072300439,0.0,4006634500.0000014,g
2025072300440,0.0,4006634500.0000014,g
2025072300441,0.0,4006634500.0000014,g
2025072300442,0.0,4006634500.0000014,g
2025072300443,0.0,4006634500.0000014,g
2025072300444,0.0,4006634500.0000014,g
2025072300445,0.0,4006634500.0000014,i
2025072300446,0.0,4006634500.0000014,i
2025072300447,0.0,4006634500.0000014,i
2025060800520,,4006634500.0000014,i
2025060800521,,4006634500.0000014,i
2025060800522,,4006634500.0000014,i
2025060800523,,4006634500.0000014,i
2025060800524,,4006634500.0000014,i
2025060800525,,4006634500.0000014,i
2025060800526,,4006634500.0000014,i
2025060800527,,4006634500.0000014,i
2025060800528,,4006634500.0000014,i
2025060800529,,4006634500.0000014,i
2025060800530,,4006634500.0000014,i
2025060800531,,4006634500.0000014,i
2025060800532,,4006634500.0000014,i
2025060800533,,4006634500.0000014,i
2025060800534,,4006634500.0000014,i
2025060800535,,4006634500.0000014,i
2025060800536,,4006634500.0000014,i
2025060800537,,4006634500.0000014,i
2025060800538,,4006634500.0000014,i
2025060800539,,4006634500.0000014,i
2025060800540,,4006634500.0000014,i
2025060800541,,4006634500.0000014,i
2025060800542,,4006634500.0000014,i
2025060800543,,4006634500.0000014,i
2025060800544,,4006634500.0000014,i
2025060800545,,4006634500.0000014,i
2025060800546,,4006634500.0000014,i
2025060800547,,4006634500.0000014,z
2025060800548,,4006634500.0000014,z
2025060800549,,4006634500.0000014,z
2025060800550,,4006634500.0000014,z
2025090600216,0.0,4006634500.0000014,r
2025090600217,0.0,4006634500.0000014,r
2025090600218,621028.3475000003,4006634500.0000014,r
2025090600219,0.0,4006634500.0000014,r
2025090600220,0.0,4006634500.0000014,r
2025090600221,11130430.641000004,4006634500.0000014,r
2025090600222,0.0,4006634500.0000014,r
2025090600223,0.0,4006634500.0000014,r
2025090600224,0.0,4006634500.0000014,r
2025090600225,408676.7190000002,4006634500.0000014,r
2025090600226,0.0,4006634500.0000014,r
2025090600227,2091463.2090000007,4006634500.0000014,r
2025090600228,12504706.274500009,4006634500.0000014,r
2025090600229,0.0,4006634500.0000014,r
2025090600230,0.0,4006634500.0000014,r
2025090600231,0.0,4006634500.0000014,z
2025090600232,0.0,4006634500.0000014,z
2025090600233,0.0,4006634500.0000014,z
2025090600234,0.0,4006634500.0000014,z
2025090600235,0.0,4006634500.0000014,z
2025090600236,0.0,4006634500.0000014,z
2025090600237,0.0,4006634500.0000014,z
2025090600238,0.0,4006634500.0000014,z
2025090600239,0.0,4006634500.0000014,z
2025090600240,0.0,4006634500.0000014,z
2025090600241,0.0,4006634500.0000014,z
2025090600242,2647007122.2320013,4006634500.0000014,z
2025090600243,0.0,4006634500.0000014,z
2025090600244,0.0,4006634500.0000014,z
2025090600245,0.0,4006634500.0000014,z
2025090600276,0.0,4006634500.0000014,r
2025090600277,0.0,4006634500.0000014,r
2025090600278,0.0,4006634500.0000014,r
2025090600279,0.0,4006634500.0000014,r
2025090600280,0.0,4006634500.0000014,r
2025090600281,0.0,4006634500.0000014,r
2025090600282,0.0,4006634500.0000014,r
2025090600283,0.0,4006634500.0000014,r
2025090600284,0.0,4006634500.0000014,r
2025090600285,0.0,4006634500.0000014,r
2025090600289,0.0,4006634500.0000014,r
2025090600290,0.0,4006634500.0000014,r
2025090600291,0.0,4006634500.0000014,r
2025090600292,0.0,4006634500.0000014,r
2025090600293,0.0,4006634500.0000014,r
2025090600294,0.0,4006634500.0000014,r
2025090600295,0.0,4006634500.0000014,r
2025090600296,0.0,4006634500.0000014,r
2025090600297,0.0,4006634500.0000014,r
2025090600298,0.0,4006634500.0000014,r
2025090600299,0.0,4006634500.0000014,r
2025090600300,3754216.5265000015,4006634500.0000014,r
2025090600301,0.0,4006634500.0000014,r
2025090600302,0.0,4006634500.0000014,r
2025090600303,0.0,4006634500.0000014,r
2025090600320,0.0,4006634500.0000014,g
2025090600321,0.0,4006634500.0000014,g
2025090600322,0.0,4006634500.0000014,g
2025090600323,0.0,4006634500.0000014,g
2025090600324,0.0,4006634500.0000014,g
2025081400328,0.0,4006634500.0000014,z
2025081400329,0.0,4006634500.0000014,z
2025081400330,0.0,4006634500.0000014,z
2025081400342,0.0,4006634500.0000014,i
2025081400344,0.0,4006634500.0000014,i
2025081400345,0.0,4006634500.0000014,i
2025081400346,0.0,4006634500.0000014,i
2025081400347,0.0,4006634500.0000014,i
2025081400348,93546902.30600004,4006634500.0000014,i
2025081400349,0.0,4006634500.0000014,i
2025081400350,0.0,4006634500.0000014,i
2025081600224,16863924.610500008,4006634500.0000014,g
2025081600225,0.0,4006634500.0000014,g
2025081600226,0.0,4006634500.0000014,g
2025081600227,0.0,4006634500.0000014,g
2025081600228,1786958.9870000011,4006634500.0000014,i
2025081600229,0.0,4006634500.0000014,i
2025081600230,0.0,4006634500.0000014,i
2025081600231,0.0,4006634500.0000014,i
2025081600285,15770113.392000008,4006634500.0000014,g
2025081600286,76142082.03800003,4006634500.0000014,g
2025081600287,0.0,4006634500.0000014,g
2025081600288,113812459.60700004,4006634500.0000014,g
2025081600289,0.0,4006634500.0000014,g
2025081600290,0.0,4006634500.0000014,g
2025081600339,89912884.81450005,4006634500.0000014,g
2025081600340,34020333.53950002,4006634500.0000014,g
2025081600341,35639013.87750001,4006634500.0000014,g
2025081600342,18250220.14750001,4006634500.0000014,g
2025081600343,34008313.63600002,4006634500.0000014,g
2025081600344,0.0,4006634500.0000014,g
2025071100812,0.0,4006634500.0000014,g
2025071100813,,4006634500.0000014,g
2025071100814,,4006634500.0000014,g
2025071100816,,4006634500.0000014,i
2025071100817,,4006634500.0000014,i
2025071100818,,4006634500.0000014,i
2025071100819,,4006634500.0000014,i
2025071100820,,4006634500.0000014,i
2025071100821,,4006634500.0000014,i
2025071100822,0.0,4006634500.0000014,i
2025071100823,0.0,4006634500.0000014,i
2025071100824,0.0,4006634500.0000014,g
2025071100825,0.0,4006634500.0000014,g
2025071100826,0.0,4006634500.0000014,g
2025071200594,,4006634500.0000014,z
2025071200595,,4006634500.0000014,z
2025071200596,,4006634500.0000014,z
2025071200597,0.0,4006634500.0000014,z
2025071200598,,4006634500.0000014,z
2025071200707,0.0,4006634500.0000014,r
2025071200708,0.0,4006634500.0000014,r
2025071200709,,4006634500.0000014,r
2025071200710,0.0,4006634500.0000014,r
2025071200711,,4006634500.0000014,r
2025071200712,,4006634500.0000014,r
2025071200713,0.0,4006634500.0000014,r
2025071200714,0.0,4006634500.0000014,r
2025071200715,0.0,4006634500.0000014,r
2025071200716,0.0,4006634500.0000014,r
2025071200717,0.0,4006634500.0000014,r
2025071200718,0.0,4006634500.0000014,r
2025081600345,88117912.55850004,4006634500.0000014,g
2025081600393,18346379.37550001,4006634500.0000014,i
2025081600394,16487300.967500009,4006634500.0000014,i
2025081600395,0.0,4006634500.0000014,i
2025081600396,16122697.228000008,4006634500.0000014,i
2025081600397,0.0,4006634500.0000014,i
2025081600398,0.0,4006634500.0000014,i
2025081600399,0.0,4006634500.0000014,i
2025081600400,1782952.3525000007,4006634500.0000014,i
2025081600401,0.0,4006634500.0000014,i
2025081600402,0.0,4006634500.0000014,i
2025081600403,0.0,4006634500.0000014,i
2025081600404,0.0,4006634500.0000014,i
2025081600405,0.0,4006634500.0000014,i
2025081600406,0.0,4006634500.0000014,i
2025081600407,0.0,4006634500.0000014,i
2025081600408,0.0,4006634500.0000014,i
2025081600417,0.0,4006634500.0000014,i
2025081600419,0.0,4006634500.0000014,i
2025081600420,0.0,4006634500.0000014,i
2025081600421,0.0,4006634500.0000014,i
2025081600422,0.0,4006634500.0000014,i
2025081600423,0.0,4006634500.0000014,i
2025081600424,0.0,4006634500.0000014,i
2025081600425,0.0,4006634500.0000014,i
2025081600426,0.0,4006634500.0000014,i
2025081600427,0.0,4006634500.0000014,i
2025081600429,34873746.688000016,4006634500.0000014,r
2025081600430,16899984.321000006,4006634500.0000014,r
2025081600431,4395278.046500002,4006634500.0000014,r
2025081600432,20513968.64000001,4006634500.0000014,r
2025090200192,,4006634500.0000014,r
2025090200193,,4006634500.0000014,r
2025090200194,,4006634500.0000014,r
2025090200195,,4006634500.0000014,r
2025090200196,,4006634500.0000014,r
2025090200197,,4006634500.0000014,r
2025090200198,,4006634500.0000014,r
2025090200199,,4006634500.0000014,r
2025090200200,,4006634500.0000014,r
2025090200201,,4006634500.0000014,r
2025090200202,,4006634500.0000014,r
2025090200203,,4006634500.0000014,r
2025090200204,,4006634500.0000014,r
2025090200205,,4006634500.0000014,z
2025090200206,,4006634500.0000014,z
2025090200207,,4006634500.0000014,z
2025090200208,,4006634500.0000014,z
2025090200209,,4006634500.0000014,z
2025090200210,,4006634500.0000014,z
2025090200211,,4006634500.0000014,z
2025090200212,,4006634500.0000014,z
2025090200213,,4006634500.0000014,z
2025090200214,,4006634500.0000014,z
2025090200215,,4006634500.0000014,z
2025090200216,,4006634500.0000014,z
2025090200217,,4006634500.0000014,z
2025090200218,,4006634500.0000014,z
2025090200219,,4006634500.0000014,z
2025090200220,,4006634500.0000014,z
2025090200221,,4006634500.0000014,z
2025090200222,,4006634500.0000014,z
2025070400544,,4006634500.0000014,y
2025070400545,,4006634500.0000014,y
2025070400546,,4006634500.0000014,y
2025070400547,,4006634500.0000014,y
2025070400548,,4006634500.0000014,y
2025070400549,,4006634500.0000014,z
2025070400550,,4006634500.0000014,z
2025070400551,,4006634500.0000014,z
2025070400552,,4006634500.0000014,z
2025070400553,,4006634500.0000014,z
2025070400628,,4006634500.0000014,y
2025070400629,,4006634500.0000014,y
2025070400648,,4006634500.0000014,y
2025070400652,,4006634500.0000014,y
2025070400653,,4006634500.0000014,y
2025070400654,,4006634500.0000014,y
2025070400659,,4006634500.0000014,y
2025070400660,,4006634500.0000014,y
2025070400661,,4006634500.0000014,y
2025070400662,,4006634500.0000014,y
2025070400663,,4006634500.0000014,y
2025070400664,,4006634500.0000014,y
2025070400665,,4006634500.0000014,y
2025070400666,,4006634500.0000014,y
2025070400667,,4006634500.0000014,y
2025070400668,,4006634500.0000014,y
2025070400669,,4006634500.0000014,y
2025070400670,,4006634500.0000014,y
2025070400671,,4006634500.0000014,y
2025070400672,,4006634500.0000014,y
2025070400673,,4006634500.0000014,y
2025072800441,0.0,4006634500.0000014,i
2025072800442,0.0,4006634500.0000014,i
2025072800443,51737671.29850002,4006634500.0000014,i
2025072800444,0.0,4006634500.0000014,i
2025072800445,16591473.464500008,4006634500.0000014,i
2025072800446,0.0,4006634500.0000014,i
2025072800447,0.0,4006634500.0000014,i
2025072800448,1794972.2560000008,4006634500.0000014,i
2025072800449,0.0,4006634500.0000014,i
2025072800450,0.0,4006634500.0000014,i
2025072800451,0.0,4006634500.0000014,i
2025072800452,0.0,4006634500.0000014,i
2025072800453,0.0,4006634500.0000014,i
2025072800454,0.0,4006634500.0000014,i
2025072800455,0.0,4006634500.0000014,i
2025072800456,0.0,4006634500.0000014,z
2025072800458,30021712.30850001,4006634500.0000014,z
2025072800461,15213191.196500009,4006634500.0000014,z
2025072800463,0.0,4006634500.0000014,z
2025072800464,16787798.555000007,4006634500.0000014,z
2025072800465,0.0,4006634500.0000014,z
2025072800466,0.0,4006634500.0000014,z
2025072800467,91431399.29000004,4006634500.0000014,z
2025072800474,0.0,4006634500.0000014,z
2025072800475,0.0,4006634500.0000014,z
2025072800476,14764448.132500008,4006634500.0000014,z
2025072800477,0.0,4006634500.0000014,z
2025072800478,0.0,4006634500.0000014,z
2025072800479,0.0,4006634500.0000014,z
2025072800480,16623526.540500008,4006634500.0000014,z
2025072800481,0.0,4006634500.0000014,z
2025070800221,,4006634500.0000014,z
2025070800222,,4006634500.0000014,z
2025070800223,,4006634500.0000014,z
2025070800224,,4006634500.0000014,z
2025070800226,,4006634500.0000014,z
2025070800228,,4006634500.0000014,y
2025070800229,,4006634500.0000014,y
2025070800230,,4006634500.0000014,y
2025070800231,,4006634500.0000014,y
2025070800232,,4006634500.0000014,y
2025070800233,,4006634500.0000014,y
2025070800234,,4006634500.0000014,y
2025070800235,,4006634500.0000014,y
2025070800236,,4006634500.0000014,y
2025070800237,,4006634500.0000014,y
2025070800238,,4006634500.0000014,y
2025070800239,,4006634500.0000014,y
2025070800240,,4006634500.0000014,y
2025070800241,,4006634500.0000014,y
2025070800242,,4006634500.0000014,y
2025070800243,,4006634500.0000014,y
2025070800244,,4006634500.0000014,y
2025070800245,,4006634500.0000014,y
2025070800250,,4006634500.0000014,y
2025070800251,,4006634500.0000014,y
2025070800252,,4006634500.0000014,y
2025070800253,,4006634500.0000014,y
2025070800254,,4006634500.0000014,y
2025070800256,,4006634500.0000014,y
2025070800257,,4006634500.0000014,y
2025070800259,,4006634500.0000014,y
2025060400350,,4006634500.0000014,i
2025060400351,,4006634500.0000014,i
2025060400352,,4006634500.0000014,i
2025060400353,,4006634500.0000014,i
2025060400354,,4006634500.0000014,i
2025060400355,,4006634500.0000014,i
2025060400356,,4006634500.0000014,i
2025060400357,,4006634500.0000014,i
2025060400358,,4006634500.0000014,i
2025060400359,,4006634500.0000014,i
2025060400360,,4006634500.0000014,i
2025060400361,,4006634500.0000014,i
2025060400362,,4006634500.0000014,i
2025060400363,,4006634500.0000014,i
2025060400364,,4006634500.0000014,i
2025060400365,,4006634500.0000014,i
2025060400366,,4006634500.0000014,i
2025060400367,,4006634500.0000014,i
2025060400368,,4006634500.0000014,i
2025060400369,,4006634500.0000014,i
2025060400370,,4006634500.0000014,i
2025060400371,,4006634500.0000014,i
2025060400372,,4006634500.0000014,i
2025060400373,,4006634500.0000014,i
2025060400374,,4006634500.0000014,i
2025060400375,,4006634500.0000014,i
2025060400376,,4006634500.0000014,i
2025060400377,,4006634500.0000014,i
2025060400378,,4006634500.0000014,i
2025060400379,,4006634500.0000014,i
2025060400380,,4006634500.0000014,i
2025081600530,0.0,4006634500.0000014,i
2025081600545,0.0,4006634500.0000014,i
2025081600547,,4006634500.0000014,i
2025081600548,0.0,4006634500.0000014,i
2025081600549,0.0,4006634500.0000014,i
2025081600550,0.0,4006634500.0000014,i
2025082600421,19736681.54700001,4006634500.0000014,g
2025082600422,19700621.836500008,4006634500.0000014,g
2025082600423,15145078.410000006,4006634500.0000014,g
2025082600424,0.0,4006634500.0000014,g
2025082600425,0.0,4006634500.0000014,g
2025082600426,16787798.555000007,4006634500.0000014,g
2025082600427,16611506.637000006,4006634500.0000014,g
2025082600428,0.0,4006634500.0000014,g
2025082600429,19732674.91250001,4006634500.0000014,g
2025082600430,0.0,4006634500.0000014,g
2025082600431,0.0,4006634500.0000014,g
2025082600432,0.0,4006634500.0000014,g
2025082600433,0.0,4006634500.0000014,g
2025082600434,0.0,4006634500.0000014,g
2025082600435,0.0,4006634500.0000014,g
2025082600436,0.0,4006634500.0000014,g
2025082600437,0.0,4006634500.0000014,i
2025082600438,0.0,4006634500.0000014,i
2025082600439,0.0,4006634500.0000014,i
2025082600440,0.0,4006634500.0000014,i
2025082600441,0.0,4006634500.0000014,i
2025082600442,0.0,4006634500.0000014,i
2025082600443,0.0,4006634500.0000014,i
2025082600444,0.0,4006634500.0000014,i
2025082600445,0.0,4006634500.0000014,i
2025070800182,,4006634500.0000014,z
2025070800183,,4006634500.0000014,z
2025070800184,,4006634500.0000014,z
2025070800185,,4006634500.0000014,z
2025070800186,,4006634500.0000014,z
2025070800187,,4006634500.0000014,z
2025070800188,,4006634500.0000014,z
2025070800189,,4006634500.0000014,z
2025070800190,,4006634500.0000014,z
2025070800191,,4006634500.0000014,z
2025070800192,,4006634500.0000014,z
2025070800193,,4006634500.0000014,z
2025070800194,,4006634500.0000014,z
2025070800195,,4006634500.0000014,z
2025070800196,,4006634500.0000014,z
2025070800197,,4006634500.0000014,z
2025070800202,,4006634500.0000014,z
2025070800203,,4006634500.0000014,z
2025070800204,,4006634500.0000014,z
2025070800205,,4006634500.0000014,z
2025070800206,,4006634500.0000014,z
2025070800208,,4006634500.0000014,z
2025070800209,,4006634500.0000014,z
2025070800211,,4006634500.0000014,z
2025070800212,,4006634500.0000014,z
2025070800213,,4006634500.0000014,z
2025070800216,,4006634500.0000014,z
2025070800217,,4006634500.0000014,z
2025070800218,,4006634500.0000014,z
2025070800219,,4006634500.0000014,z
2025070800220,,4006634500.0000014,z
2025090600390,0.0,4006634500.0000014,i
2025090600391,0.0,4006634500.0000014,i
2025090600392,0.0,4006634500.0000014,i
2025090600393,0.0,4006634500.0000014,i
2025090600394,0.0,4006634500.0000014,i
2025090600395,0.0,4006634500.0000014,i
2025090600396,0.0,4006634500.0000014,i
2025090600397,0.0,4006634500.0000014,i
2025090600398,0.0,4006634500.0000014,i
2025090600399,0.0,4006634500.0000014,i
2025090600400,0.0,4006634500.0000014,i
2025090600401,0.0,4006634500.0000014,i
2025090600402,0.0,4006634500.0000014,i
2025090600403,0.0,4006634500.0000014,i
2025090600404,0.0,4006634500.0000014,i
2025090600405,0.0,4006634500.0000014,i
2025090600406,0.0,4006634500.0000014,i
2025090600407,0.0,4006634500.0000014,i
2025090600408,0.0,4006634500.0000014,i
2025090600409,0.0,4006634500.0000014,i
2025090600410,0.0,4006634500.0000014,z
2025090600411,0.0,4006634500.0000014,z
2025090600412,0.0,4006634500.0000014,z
2025090600413,0.0,4006634500.0000014,z
2025090600414,0.0,4006634500.0000014,z
2025090600415,0.0,4006634500.0000014,z
2025090600416,0.0,4006634500.0000014,z
2025090600417,0.0,4006634500.0000014,z
2025090600418,0.0,4006634500.0000014,z
2025090600419,0.0,4006634500.0000014,z
2025070600259,0.0,4006634500.0000014,y
2025070600260,0.0,4006634500.0000014,y
2025070600261,0.0,4006634500.0000014,y
2025070600263,0.0,4006634500.0000014,y
2025070600264,0.0,4006634500.0000014,y
2025070600273,,4006634500.0000014,y
2025070600274,0.0,4006634500.0000014,y
2025070600282,0.0,4006634500.0000014,i
2025070600283,0.0,4006634500.0000014,i
2025070600284,0.0,4006634500.0000014,i
2025070600285,0.0,4006634500.0000014,i
2025070600286,0.0,4006634500.0000014,i
2025070600291,0.0,4006634500.0000014,i
2025070600296,0.0,4006634500.0000014,i
2025070600297,0.0,4006634500.0000014,i
2025070600298,74435255.74100004,4006634500.0000014,i
2025070600301,16615513.271500008,4006634500.0000014,i
2025070600302,0.0,4006634500.0000014,i
2025070600303,0.0,4006634500.0000014,i
2025070600304,0.0,4006634500.0000014,i
2025070600305,0.0,4006634500.0000014,i
2025070600306,0.0,4006634500.0000014,i
2025070600307,0.0,4006634500.0000014,i
2025070600308,0.0,4006634500.0000014,i
2025070600309,1682786.490000001,4006634500.0000014,i
2025070600310,1774939.0835000009,4006634500.0000014,i
2025070600311,0.0,4006634500.0000014,i
2025070600312,0.0,4006634500.0000014,i
2025070600313,0.0,4006634500.0000014,i
2025070600314,0.0,4006634500.0000014,i
2025070600315,0.0,4006634500.0000014,i
2025081000450,0.0,4006634500.0000014,z
2025081000451,0.0,4006634500.0000014,z
2025081000452,0.0,4006634500.0000014,z
2025081000453,0.0,4006634500.0000014,z
2025081000454,0.0,4006634500.0000014,z
2025081000455,0.0,4006634500.0000014,z
2025081000456,0.0,4006634500.0000014,z
2025081000457,0.0,4006634500.0000014,z
2025081000458,0.0,4006634500.0000014,z
2025081000459,0.0,4006634500.0000014,z
2025081000460,0.0,4006634500.0000014,z
2025081000461,0.0,4006634500.0000014,z
2025081000462,16166770.207500009,4006634500.0000014,z
2025081000463,0.0,4006634500.0000014,z
2025081000464,0.0,4006634500.0000014,z
2025081000465,0.0,4006634500.0000014,z
2025081000466,0.0,4006634500.0000014,z
2025081000467,0.0,4006634500.0000014,z
2025081000468,0.0,4006634500.0000014,z
2025081000469,0.0,4006634500.0000014,z
2025081000470,0.0,4006634500.0000014,z
2025081000471,0.0,4006634500.0000014,z
2025081000472,0.0,4006634500.0000014,r
2025081000473,0.0,4006634500.0000014,r
2025081000474,0.0,4006634500.0000014,r
2025081000475,0.0,4006634500.0000014,r
2025081000476,0.0,4006634500.0000014,r
2025081000480,0.0,4006634500.0000014,r
2025081000481,0.0,4006634500.0000014,r
2025081000482,0.0,4006634500.0000014,i
2025081000483,0.0,4006634500.0000014,i
2025070700698,,4006634500.0000014,i
2025070700699,,4006634500.0000014,i
2025070700700,,4006634500.0000014,i
2025070700701,,4006634500.0000014,i
2025070700704,,4006634500.0000014,i
2025070700705,,4006634500.0000014,i
2025070700707,,4006634500.0000014,i
2025070700715,,4006634500.0000014,i
2025070700716,,4006634500.0000014,i
2025070700717,,4006634500.0000014,i
2025070700722,,4006634500.0000014,i
2025070700723,,4006634500.0000014,i
2025070700727,,4006634500.0000014,i
2025070700729,,4006634500.0000014,i
2025070700731,,4006634500.0000014,i
2025070700732,,4006634500.0000014,i
2025070700733,,4006634500.0000014,i
2025070700734,,4006634500.0000014,i
2025070700735,,4006634500.0000014,i
2025070700736,,4006634500.0000014,i
2025070700737,,4006634500.0000014,i
2025070700738,,4006634500.0000014,i
2025070700739,,4006634500.0000014,i
2025070700741,,4006634500.0000014,i
2025070700742,,4006634500.0000014,i
2025070800124,,4006634500.0000014,z
2025070800125,,4006634500.0000014,z
2025070800139,,4006634500.0000014,y
2025070800140,,4006634500.0000014,y
2025070800180,,4006634500.0000014,z
2025070800181,,4006634500.0000014,z
2025081000359,0.0,4006634500.0000014,y
2025081000360,0.0,4006634500.0000014,y
2025081000361,0.0,4006634500.0000014,y
2025081000362,0.0,4006634500.0000014,y
2025081000363,0.0,4006634500.0000014,y
2025081000364,0.0,4006634500.0000014,y
2025081000365,0.0,4006634500.0000014,y
2025081000366,0.0,4006634500.0000014,y
2025081000367,21423474.67150001,4006634500.0000014,y
2025081000368,0.0,4006634500.0000014,y
2025081000369,15657927.62600001,4006634500.0000014,y
2025081000370,16331042.222000008,4006634500.0000014,y
2025081000371,0.0,4006634500.0000014,y
2025081000372,76094002.42400004,4006634500.0000014,y
2025081000373,0.0,4006634500.0000014,y
2025081000374,0.0,4006634500.0000014,y
2025081000395,0.0,4006634500.0000014,y
2025081000396,0.0,4006634500.0000014,y
2025081000397,0.0,4006634500.0000014,y
2025081000398,0.0,4006634500.0000014,y
2025081000399,0.0,4006634500.0000014,y
2025081000400,0.0,4006634500.0000014,y
2025081000401,0.0,4006634500.0000014,y
2025081000402,0.0,4006634500.0000014,y
2025081000403,0.0,4006634500.0000014,y
2025081000404,0.0,4006634500.0000014,y
2025081000405,0.0,4006634500.0000014,y
2025081000406,0.0,4006634500.0000014,y
2025081000407,0.0,4006634500.0000014,y
2025081000408,21419468.037000008,4006634500.0000014,y
2025081000409,0.0,4006634500.0000014,y
2025070800556,,4006634500.0000014,z
2025070800557,,4006634500.0000014,z
2025070800558,,4006634500.0000014,z
2025070800559,,4006634500.0000014,z
2025070800560,,4006634500.0000014,z
2025070800561,,4006634500.0000014,z
2025070800562,,4006634500.0000014,z
2025070800563,,4006634500.0000014,z
2025070800564,,4006634500.0000014,z
2025070800568,,4006634500.0000014,z
2025070800569,,4006634500.0000014,z
2025070800570,,4006634500.0000014,z
2025070800571,,4006634500.0000014,z
2025070800572,,4006634500.0000014,z
2025070800573,,4006634500.0000014,z
2025070800574,,4006634500.0000014,z
2025070800580,,4006634500.0000014,z
2025070800582,,4006634500.0000014,z
2025070800583,,4006634500.0000014,z
2025070800584,,4006634500.0000014,z
2025070800585,,4006634500.0000014,z
2025070800586,,4006634500.0000014,z
2025070800588,,4006634500.0000014,z
2025070800589,,4006634500.0000014,z
2025070800590,,4006634500.0000014,i
2025070800591,,4006634500.0000014,i
2025070800592,,4006634500.0000014,i
2025070800593,,4006634500.0000014,i
2025070800594,,4006634500.0000014,i
2025070800595,,4006634500.0000014,i
2025070800596,,4006634500.0000014,i
2025072300448,0.0,4006634500.0000014,i
2025072300449,0.0,4006634500.0000014,i
2025072300450,0.0,4006634500.0000014,i
2025072300451,0.0,4006634500.0000014,i
2025072300452,0.0,4006634500.0000014,i
